issue,y,y_pred,result
hello im getting exception when trying to use transfer learning api heres the gist the error is on TransferLearningHelper transferLearningHelper = new TransferLearningHelper(net);,0,0,1
"I have another issue: ) so I have module A which has service MyService, I want to be able to override MyService in module B. If I override it (provides: []) in root module, it works. but I cannot override it in module B (and to work for whole application). I have created forRoot in module B that overrides MyService with MyServiceB, but it doesn't work. no actually, it doesnt matter.. it just has to be MyServiceB.. so the one I set to override. let me provide a quick example :)",0,0,1
"Hi! I have strange chat with user with nameTestDaxe&#x22;alert(33)(Trest11_gitlab) and I can't leave or hide this chat (when I press ""hide this room"" nothing happens). Looks like this is some kind of XSS attack in user name. O! Thanks, that works.",1,1,1
"hello , I mapped a volume in stack.yml file (marked in red ) . after docker stack delpoy **I can see the some files inside container dir (marked in orange) , but no files in my host machine dir (marked in orange). what am i missing? run a dropbox container as well , and make it share the same volume with your main service",1,0,0
"hi, my input that requires masking (sentences), but the prediction not. Is there any way I can use MultiDataset without masking the labels?I\'m currently getting an exception: ""Per output masking for MCXENT + softmax: not supported""",0,0,1
Hi guys after how many confirmations does a transaction (asset) reach etherdelta? my deposit is not showing up on etherdelta. is there a problem with the exchange guys?,1,1,1
"I have nested child routes with lazily loaded libs (and thus nested router outlets). One component that belongs to a lazily loaded lib. I want to display in the topmost router outlet. Setting `outlet:""primary""` in the `Route` definition doesn't work; it will chose a child outlet (none of the children outlets have names assigned). Is there a way to have it rendered in the topmost primary outlet? (Not sure assigning outlet names to child outlets is gonna be a solution; I want my URL to stay `foo/bar/baz`, not `foo/(level2:bar)/(level3:baz)` or the like...) Is there a way to make it work?",0,0,1
"Quick Q: is it ok to reuse aMultiLayerNetwork? If I want to restart training, can I just callMultiLayerNetwork.initto reset and start from scratch? Or do I need to get a new instance?",0,0,1
"I figured its because i use `""main"": ""src/index.ts""` in libarary package instead of compiled version `""main"":""dist/index.js""`, but this requires recompile on each library change, is there any way i can get away with still using `src/index.ts`?",0,0,1
"hello can some one please see my simple type definition file. This library exposes __RCS.Scrollbar using commonjs module. and also if included on a webpage in a global context is this good enough, this definition file will be included with my package",1,0,0
so if I wanted to make sure the container is always up to date I would have to schedule an external script that regularly kills the container and then recreates it?,0,0,1
Has anyone seen the error :'Error: Cannot find module 'appium-gulp-plugins'' when running 'npm install -g appium-xcuitest-driver' ?,1,1,1
hi Guys I wanted to store a database file. Which location should i use so that it woks perfectly on all the operating system??? d3x0r: but ./data will not work in windows operating system,0,0,1
"anyone encounter this error when using deeplearning4j on spark: Exception in thread ""main"" java.lang.IllegalStateException: No updater to combine was trying to run the example codes ok",1,0,0
